,Track Name,Artist,Artist Popularity,Artist Genres,Track Duration(ms),Release Date,Track Popularity,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time_signature,Lyrics
517,Ladbroke Grove,AJ Tracey,66,"grime, uk hip hop, ukg revival",190537,2019-02-08,70,0.902,0.839,11,-9.447,0,0.208,0.0933,0.0,0.102,0.727,133.989,4,"No one sees
No one, one
No one sees
No one sees
No one sees
No one, one
No one sees
No one-
Conducta

No one knows the pain
No one sees what I see in you
No one feels the same
No one sees myself like you do

Yo, it's the hyper man set
AJ Tracey live and direct
DJ mash up, then mash up the deck
The microphone champ is live and direct
And again
It's the hyper man set (Yeah)
AJ Tracey live and direct (Who?)
DJ mash up, then mash up the deck
The microphone champ is live and direct

Said bubble
Vibes and dat (Vibes)
Cruise like a 4-wheel drive and dat
Tek time, everytings live and dat
Becah AJ T's on the mic and dat
I said bubble (Bubble)
Vibes and dat (Vibes)
Cruise like a 4-wheel drive and dat (Drive)
Tek time, everytings live and dat
Becah AJ T's on the mic and dat (Mic)

...
"
518,Riptide,Vance Joy,76,"folk-pop, modern rock",204280,2014-09-08,90,0.484,0.731,1,-6.694,1,0.0379,0.431,0.0,0.151,0.51,101.654,4,"I was scared of dentists and the dark
I was scared of pretty girls and starting conversations
Oh, all my friends are turning green
You're the magician's assistant in their dream

Oh, oh, and they come unstuck

Lady, running down to the riptide
Taken away to the dark side
I wanna be your left hand man
I love you when you're singing that song and
I got a lump in my throat 'cause
You're gonna sing the words wrong

There's this movie that I think you'll like
This guy decides to quit his job and heads to New York City
This cowboy's running from himself
And she's been living on the highest shelf

...
"
519,Starboy,The Weeknd,95,"canadian contemporary r&b, canadian pop, pop",230453,2016-11-25,94,0.679,0.587,7,-7.015,1,0.276,0.141,6.35e-06,0.137,0.486,186.003,4,"I'm tryna put you in the worst mood, ah
P1 cleaner than your church shoes, ah
Milli' point two just to hurt you, ah
All red Lamb' just to tease you, ah
None of these toys on lease too, ah
Made your whole year in a week too, yeah
Main bitch outta your league too, ah
Side bitch out of your league too, ah

House so empty, need a centerpiece
20 racks a table, cut from ebony
Cut that ivory into skinny pieces
Then she clean it with her face, man, I love my baby, ah
You talking money, need a hearing aid
You talking 'bout me, I don't see the shade
Switch up my style, I take any lane
I switch up my cup, I kill any pain

Look what you've done

I'm a motherfucking starboy

Look what you've done

I'm a motherfucking starboy

Every day a nigga try to test me, ah
Every day a nigga try to end me, ah
...
"
520,7 rings,Ariana Grande,89,pop,178640,2019-01-18,0,0.725,0.321,1,-10.744,0,0.323,0.578,0.0,0.0884,0.319,70.142,4,"Yeah, breakfast at Tiffany's and bottles of bubbles
Girls with tattoos who like getting in trouble
Lashes and diamonds, ATM machines
Buy myself all of my favorite things (yeah)
Been through some bad shit, I should be a sad bitch
Who woulda thought it'd turn me to a savage?
Rather be tied up with calls and not strings
Write my own checks like I write what I sing, yeah

My wrist, stop watchin', my neck is flossy
Make big deposits, my gloss is poppin'
You like my hair? Gee, thanks, just bought it
I see it, I like it, I want it, I got it, yeah

I want it, I got it, I want it, I got it
I want it, I got it, I want it, I got it
You like my hair? Gee, thanks, just bought it
I see it, I like it, I want it, I got it (yep)

...
"
521,Can't Hold Us (feat. Ray Dalton),Macklemore & Ryan Lewis,72,"pop rap, seattle hip hop",258342,2012-10-09,83,0.641,0.922,2,-4.457,1,0.0786,0.0291,0.0,0.0862,0.847,146.078,4,"Ay, ay, ay
Good to see you
Come on, dude, let's go
Yeah, let's go, ha-ha-ha
Alright, alright, okay, uh
Alright, okay, alright, okay

Return of the Mack
Get 'em, what it is, what it does, what it is, what it isn't
Looking for a better way to get up out of bed
Instead of getting on the Internet and checking a new hit me, get up
Thrift Shop, pimp strut walking
Little bit of humble, little bit of cautious
Somewhere between like Rocky and Cosby
Sweater game, nope, nope, y'all can't copy, yup

Bad, moonwalking, and this here is our party
My posse's been on Broadway, and we did it our way, grown music
I shed my skin and put my bones into everything I record to it
And yet I'm on

Let that stage light, go and shine on down
Got that Bob Barker suit game and Plinko in my style
Money, stay on my craft, and stick around for those pounds
But I do that to pass the torch and put on for my town
Trust me, on my I-N-D-E-P-E-N-D-E-N-T shit, hustlin'
Chasing dreams since I was fourteen with the four-track buzzing
Halfway cross that city with the backpack, fat cat, crushin'

Labels out here, nah, they can't tell me nothing
We give that to the people, spread it across the country
Labels out here, nah, they can't tell me nothing
We give it to the people, spread it across the country
...
"
522,New Rules,Dua Lipa,88,"dance pop, pop, uk pop",209320,2017-06-02,83,0.762,0.7,9,-6.021,0,0.0694,0.00261,1.56e-05,0.153,0.608,116.073,4,"One, one, one, one, one

Talkin' in my sleep at night, makin' myself crazy
(Out of my mind, out of my mind)
Wrote it down and read it out, hopin' it would save me
(Too many times, too many times)

My love
He makes me feel like nobody else, nobody else
But my love
He doesn't love me, so I tell myself, I tell myself

One: Don't pick up the phone
You know he's only callin' 'cause he's drunk and alone
Two: Don't let him in, you'll have to kick him out again
Three: Don't be his friend
You know you're gonna wake up in his bed in the mornin'
And if you're under him, you ain't gettin' over him

I got new rules, I count 'em
I got new rules, I count 'em
I gotta tell them to myself
I got new rules, I count 'em
I gotta tell them to myself
...
"
523,Havana (feat. Young Thug),Camila Cabello,79,"dance pop, pop",217306,2018-01-12,82,0.765,0.523,2,-4.333,1,0.03,0.184,3.56e-05,0.132,0.394,104.988,4,"Hey

Havana, ooh na-na (ayy)
Half of my heart is in Havana, ooh na-na (ayy, ayy)
He took me back to East Atlanta, na-na-na, ah
Oh, but my heart is in Havana (ayy)
There's somethin' 'bout his manners (uh-huh)
Havana, ooh-na-na (uh)

He didn't walk up with that ""how you doin'?"" (uh)
When he came in the room
He said there's a lot of girls I can do with (uh)
But I can't without you
I knew him forever in a minute (hey)
That summer night in June
And papa says he got malo in him (uh)
He got me feelin' like...

Ooh, ooh-ooh-ooh-ooh-ooh-ooh-ooh (ayy)
I knew it when I met him (ayy), I loved him when I left him
Got me feelin' like, ooh, ooh-ooh-ooh-ooh-ooh-ooh-ooh
And then I had to tell him, I had to go
Oh-na-na-na-na-na (woo)

Havana, ooh na-na (ayy, ayy)
Half of my heart is in Havana, ooh na-na (ayy, ayy)
...
"
524,drivers license,Olivia Rodrigo,88,pop,242013,2021-01-08,28,0.585,0.436,10,-8.761,1,0.0601,0.721,1.31e-05,0.105,0.132,143.874,4,"I got my driver's license last week
Just like we always talked about
'Cause you were so excited for me
To finally drive up to your house
But today, I drove through the suburbs
Crying 'cause you weren't around

And you're probably with that blonde girl
Who always made me doubt
She's so much older than me
She's everything I'm insecure about
Yeah, today I drove through the suburbs
'Cause how could I ever love someone else?

And I know we weren't perfect
But I've never felt this way for no one
And I just can't imagine how you could be so okay now that I'm gone
...
"
525,Someone You Loved,Lewis Capaldi,81,"pop, uk pop",182160,2019-05-17,92,0.501,0.405,1,-5.679,1,0.0319,0.751,0.0,0.105,0.446,109.891,4,"I'm going under and this time I fear there's no one to save me
This all or nothing really got a way of driving me crazy

I need somebody to heal, somebody to know
Somebody to have, somebody to hold
It's easy to say, but it's never the same
I guess I kinda liked the way you numbed all the pain

Now the day bleeds into nightfall
And you're not here to get me through it all
I let my guard down, and then you pulled the rug
I was getting kinda used to being someone you loved

I'm going under and this time I fear there's no one to turn to
...
"
526,Die For You,The Weeknd,95,"canadian contemporary r&b, canadian pop, pop",260253,2016-11-24,90,0.586,0.525,1,-7.163,0,0.0615,0.111,0.0,0.134,0.508,133.629,4,"I'm findin' ways to articulate the feeling I'm goin' through
I just can't say I don't love you
'Cause I love you, yeah
It's hard for me to communicate the thoughts that I hold
But tonight, I'm gon' let you know
Let me tell the truth
Baby, let me tell the truth, yeah

You know what I'm thinkin', see it in your eyes
You hate that you want me, hate it when you cry
You're scared to be lonely, especially in the night
I'm scared that I'll miss you, happens every time
I don't want this feelin', I can't afford love
I try to find a reason to pull us apart
It ain't workin' 'cause you're perfect
And I know that you're worth it
I can't walk away, (oh)

Even though we're going through it
And it makes you feel alone
Just know that I would die for you
Baby, I would die for you, yeah
...
"
527,Wake Me Up,Avicii,80,"dance pop, edm, pop, pop dance",247426,2013-01-01,89,0.532,0.783,2,-5.697,1,0.0523,0.0038,0.0012,0.161,0.643,124.08,4,"Feeling my way through the darkness
Guided by a beating heart
I can't tell where the journey will end
But I know where to start
They tell me I'm too young to understand
They say I'm caught up in a dream
Well, life will pass me by if I don't open up my eyes
Well, that's fine by me

So wake me up when it's all over
When I'm wiser and I'm older
All this time I was finding myself
And I didn't know I was lost
...
"
528,Love Yourself,Justin Bieber,89,"canadian pop, pop",233720,2015-11-13,40,0.609,0.378,4,-9.828,1,0.438,0.835,0.0,0.28,0.515,100.418,4,"Love Yourself (Justin Bieber)
For all the times that you rained on my parade
And all the clubs you get in using my name
You think you broke my heart, oh girl for goodness sake
You think I'm crying on my own, well I ain't

And I didn't wanna write a song
Cause I didn't want anyone thinking I still care
I don't but, you still hit my phone up
And baby I'll be movin' on
And I think it should be somethin'
That I don't wanna hold back
Maybe you should know that
My mama don't like you and she likes everyone
And I never like to admit that I was wrong
And I've been so caught up in my job, didn't see what's going on
And now I know, I'm better sleeping on my own

Cause if you like the way you look that much
...
"
529,Treat You Better,Shawn Mendes,82,"canadian pop, pop, viral pop",187973,2017-04-20,88,0.444,0.819,10,-4.078,0,0.341,0.106,0.0,0.107,0.747,82.695,4,"I won't lie to you
I know he's just not right for you
And you can tell me if I'm off
But I see it on your face
When you say that he's the one that you want
And you're spending all your time
In this wrong situation
And anytime you want it to stop

I know I can treat you better than he can
And any girl like you deserves a gentleman
Tell me why are we wasting time
On all your wasted crying
When you should be with me instead
I know I can treat you better
Better than he can

...
"
530,Do I Wanna Know?,Arctic Monkeys,86,"garage rock, modern rock, permanent wave, rock, sheffield indie",272394,2013-09-09,90,0.548,0.532,5,-7.596,1,0.0323,0.186,0.000263,0.217,0.405,85.03,4,"Have you got colour in your cheeks?
Do you ever get that fear that you can't shift the type
That sticks around like summat in your teeth?
Are there some aces up your sleeve?
Have you no idea that you're in deep?

I've dreamt about you nearly every night this week
How many secrets can you keep?
'Cause there's this tune I found that makes me think of you somehow
And I play it on repeat until I fall asleep
Spillin' drinks on my settee

(Do I wanna know?)
If this feelin' flows both ways?
(Sad to see you go)
Was sorta hopin' that you'd stay
(Baby, we both know)
That the nights were mainly made for sayin' things
That you can't say tomorrow day

Crawlin' back to you
Ever thought of callin' when you've had a few?
'Cause I always do
...
"
531,Let Me Love You,DJ Snake,78,"edm, electronic trap, pop, pop dance",205946,2016-08-05,88,0.649,0.716,8,-5.371,1,0.0349,0.0863,2.63e-05,0.135,0.163,99.988,4,"I used to believe
We were burnin' on the edge of somethin' beautiful (somethin' beautiful)
Somethin' beautiful (somethin' beautiful)
Sellin' a dream
Smoke and mirrors keep us waitin' on a miracle
On a miracle

Say, go through the darkest of days
Heaven's a heartbreak away
Never let you go, never let me down
Oh, it's been a hell of a ride
Driving the edge of a knife
Never let you go, never let me down

Don't you give up, nah, nah, nah
I won't give up, nah, nah, nah
Let me love you, let me love you
Don't you give up, nah, nah, nah
I won't give up, nah, nah, nah
Let me love you, let me love you
...
"
532,One Kiss (with Dua Lipa),Calvin Harris,85,"dance pop, edm, electro house, house, pop, pop dance, progressive house, uk dance",214846,2018-04-06,86,0.791,0.862,9,-3.24,0,0.11,0.037,2.19e-05,0.0814,0.592,123.994,4,"Let me take the night, I love real easy
And I know that you'll still wanna see me
On the Sunday morning, music real loud
Let me love you while the moon is still out

Something in you
Lit up heaven in me
The feeling won't let me sleep
'Cause I'm lost in the way you move, the way you feel

One kiss is all it takes
Fallin' in love with me
Possibilities
I look like all you need
...
"
533,SICKO MODE,Travis Scott,93,"hip hop, rap, slap house",312820,2018-08-03,87,0.834,0.73,8,-3.714,1,0.222,0.00513,0.0,0.124,0.446,155.008,4,"Astro'
Yeah

Sun is down, freezing cold
That's how we already know winter's here
My dawg would probably do it for a Louis belt
That's just all he know he don't know nothing else
I tried to show 'em, yeah

I tried to show 'em, yeah, yeah

Yeah, yeah, yeah
Going on you with the pick and roll
Young LaFlame, he in sicko mode

(Woo) made this here with all the ice on in the booth
At the gate outside, when they pull up, they get me loose
Yeah, Jump Out boys, that's Nike boys, hop in our coupes
This shit way too big, when we pull up gimme the loot (gimme the loot!)
Was off the Remy, had a Papoose
Had to hit my old town to duck the news
Two-four hour lockdown, we made no moves
Now it's 4:00 a.m. and I'm back up popping with the crew
I just landed in, Chase B mixes pop like Jamba Juice
Different colored chains, think my jeweler really selling fruits
And they choking, man, know the crackers wish it was a noose

Someone said
To win the retreat, we all in too deep
Play-Play-Playing for keeps, don't play us for weak (someone said)
To win the retreat, we all in too deep
Play-Play-Playing for keeps, don't play us for weak

This shit way too formal, ya'll know I don't follow suit
Stacey Dash, most of these girls ain't got a clue
All of these hoes I made off records I produced
I might take all my exes and put 'em all in a group
Hit my eses, I need the bootch
...
"
